,id,name,is_potentially_hazardous_asteroid,estimated_diameter.meters.estimated_diameter_min,estimated_diameter.meters.estimated_diameter_max,close_approach_date,epoch_date_close_approach,orbiting_body,relative_velocity.kilometers_per_second,relative_velocity.kilometers_per_hour
165,3989181,(2020 BA8),False,84.0146411251,187.862448661,1995-01-23,790833300000,Earth,26.7410738185,96267.8657464297
166,3092136,(1995 DV1),False,66.7659413495,149.2931834393,1995-01-24,790962120000,Earth,10.1853480584,36667.2530102342
167,3837908,(2019 AN13),False,183.8886720703,411.1875710413,1995-01-24,790933740000,Earth,4.5464176773,16367.1036381088
168,3520755,(2010 JU39),True,319.5618867213,714.5621017269,1995-01-24,790934400000,Earth,29.0975746576,104751.2687672923
169,2494999,494999 (2010 JU39),True,305.1792325939,682.4015094011,1995-01-24,790969980000,Earth,29.0975653046,104751.2350965809
170,3645001,(2013 NT11),False,319.5618867213,714.5621017269,1995-01-24,790956300000,Earth,36.4922310614,131372.0318211192
171,3759724,(2016 SA2),False,6.0891262211,13.6157001539,1995-01-24,790954020000,Earth,6.9725764248,25101.2751293536
172,3767264,(2017 BS32),False,9.6506146958,21.5794304844,1995-01-24,790927860000,Earth,20.4060831379,73461.8992964429
173,3484929,(2010 AJ3),False,33.4622374455,74.8238376074,1995-01-24,790950780000,Earth,19.6716930299,70818.0949077268
174,3365986,(2007 AV2),True,160.1603379786,358.1294030194,1995-01-24,790982100000,Earth,23.8683562881,85926.0826372644
175,3405174,(2008 ED8),False,44.1118199997,98.6370281305,1995-02-04,791888760000,Earth,13.3177213241,47943.7967668918
176,3792431,(2017 XT61),False,60.8912622106,136.1570015386,1995-02-04,791858220000,Earth,9.3593034274,33693.4923385536
177,3837847,(2019 AC11),False,127.2198785394,284.4722965033,1995-02-05,792025200000,Earth,1.3333571378,4800.0856959605
178,3511508,(2010 CW180),False,253.8370293645,567.5968528656,1995-02-05,791980260000,Earth,11.657770373,41967.973342669
179,3827171,(2018 RX),False,366.9061375314,820.4270648822,1995-02-05,791944620000,Earth,20.774060424,74786.6175264752
180,3781883,(2017 SN14),False,461.9074602816,1032.8564805039,1995-02-05,792008220000,Earth,15.8578599967,57088.2959882395
181,2403039,403039 (2008 AE),False,305.1792325939,682.4015094011,1995-02-05,791985900000,Earth,6.0784978136,21882.5921288516
182,2417210,417210 (2005 XV77),False,201.6299194428,450.8582061718,1995-02-05,791998080000,Earth,18.8874457375,67994.8046550187
183,3309092,(2005 YR3),False,63.7609789875,142.5738833281,1995-02-05,791988900000,Earth,21.7872877584,78434.2359302324
184,3428255,(2008 SD85),False,69.9125232246,156.3291544087,1995-02-05,791952720000,Earth,17.3712451557,62536.4825605686
185,3660383,(2014 CE),False,11.0803882126,24.7765012606,1995-02-02,791691780000,Earth,13.4842097626,48543.1551454144
186,3092135,(1995 CS),False,21.113244479,47.2106498806,1995-02-02,791724000000,Earth,24.8346391163,89404.7008187466
187,3799759,(2018 DY3),False,19.2555078188,43.0566244241,1995-02-02,791738220000,Earth,5.3676044004,19323.3758412741
188,3437805,(2008 VR4),False,66.7659413495,149.2931834393,1995-02-02,791735040000,Earth,8.3904973465,30205.7904472893
189,3730580,(2015 TY237),True,133.2155666981,297.8790627982,1995-02-02,791768940000,Earth,14.6181287101,52625.2633562682
190,3703542,(2015 AE44),False,31.9561886721,71.4562101727,1995-02-03,791835960000,Earth,6.7460042913,24285.6154486303
191,3780765,(2017 QB2),False,35.0392641108,78.3501764334,1995-02-03,791803260000,Earth,6.6223534637,23840.472469422
192,3770144,(2017 DV37),False,253.8370293645,567.5968528656,1995-02-03,791830920000,Earth,3.7225446963,13401.1609068421
193,3708364,(2015 BP509),False,7.3207398935,16.3696720474,1995-02-03,791797920000,Earth,25.7737656571,92785.5563657094
194,3843842,(2019 RL3),False,127.2198785394,284.4722965033,1995-02-03,791791920000,Earth,17.0563194182,61402.7499056338
195,2455176,455176 (1999 VF22),True,192.5550781879,430.566244241,1995-02-01,791597340000,Earth,40.5274283635,145898.7421084301
196,3472700,(2009 UZ87),False,17.561231848,39.2681081809,1995-02-01,791658360000,Earth,18.6971068429,67309.5846344717
197,3767325,(2017 BK92),True,192.5550781879,430.566244241,1995-02-01,791679360000,Earth,35.0340043592,126122.4156930422
198,3840753,(2019 FY2),False,8.801465209,19.6806745089,1995-02-01,791649660000,Earth,16.5295257061,59506.2925419208
199,3825584,(2018 NR1),False,31.9561886721,71.4562101727,1995-02-01,791626680000,Earth,9.3495624665,33658.4248794278
200,3780805,(2017 QN16),False,127.2198785394,284.4722965033,1995-02-01,791672820000,Earth,7.7078305278,27748.1899001228
201,3313556,(2006 BP6),False,192.5550781879,430.566244241,1995-01-30,791461440000,Earth,22.2742184969,80187.1865888605
202,2387648,387648 (2002 RT25),False,350.3926411083,783.5017643338,1995-01-30,791432400000,Earth,15.7296446272,56626.7206579171
203,3797908,(2018 BK5),False,63.7609789875,142.5738833281,1995-01-30,791477820000,Earth,15.9653601056,57475.2963802219
204,3775044,(2017 KP27),False,18.388867207,41.1187571041,1995-01-30,791500140000,Earth,5.2075876342,18747.3154832336
205,3170203,(2003 YX1),True,175.6123184804,392.6810818086,1995-01-31,791539200000,Earth,6.4129404844,23086.5857437658
206,3368734,(2007 DH8),False,27.8326768072,62.2357573367,1995-01-31,791515980000,Earth,9.923215131,35723.5744716026
207,3752779,(2016 JZ5),False,10.5816885933,23.6613750114,1995-01-31,791568720000,Earth,16.4781785233,59321.4426840186
208,2508908,508908 (2003 YX1),True,175.6123184804,392.6810818086,1995-01-31,791593500000,Earth,6.4129404807,23086.5857304812
209,3278402,(2005 KA),False,30.5179232594,68.2401509401,1995-01-31,791554080000,Earth,4.2343745681,15243.7484451027
210,3323934,(2006 DX),False,44.1118199997,98.6370281305,1995-01-31,791556720000,Earth,3.7577068852,13527.7447866089
211,3596843,(2012 BG86),False,133.2155666981,297.8790627982,1995-01-31,791568600000,Earth,35.5609456643,128019.4043916208
212,3989251,(2020 BA11),False,122.787731711,274.5617149089,1995-01-31,791565540000,Earth,22.4430609927,80795.0195737844
213,3989211,(2020 BL9),False,76.410840459,170.8598334843,1995-01-31,791568780000,Earth,13.9867238342,50352.2058030358
214,3446396,(2009 CT5),False,461.9074602816,1032.8564805039,1995-02-08,792248100000,Earth,39.6053279147,142579.1804929074
215,2162854,162854 (2001 DE47),False,421.2646105562,941.9763057186,1995-02-08,792237360000,Earth,10.8299289252,38987.7441306826
216,3764806,(2016 WU7),False,24.2412481101,54.2050786336,1995-02-08,792274980000,Earth,25.2112885871,90760.6389134336
217,3837976,(2019 BR1),False,201.6299194428,450.8582061718,1995-02-08,792241260000,Earth,16.3037277839,58693.4200219309
218,3381448,(2007 PV27),True,242.4124811008,542.0507863358,1995-02-09,792292740000,Earth,14.9377142983,53775.771473867
219,3550089,(2010 UY7),False,5.3034072332,11.8587790858,1995-02-09,792368040000,Earth,6.2443682031,22479.7255313062
220,3309829,(2005 YL128),False,183.8886720703,411.1875710413,1995-02-09,792347520000,Earth,13.2817427849,47814.2740256807
221,3837987,(2019 BO2),False,16.0160337979,35.8129403019,1995-02-09,792342660000,Earth,24.8346139002,89404.6100407693
222,3560054,(2011 FK1),False,48.3676488219,108.1533506775,1995-02-06,792087240000,Earth,7.5248159935,27089.3375767437
223,3684006,(2014 QV296),False,46.1907460282,103.2856480504,1995-02-06,792096840000,Earth,21.7373225662,78254.3612381832
224,2413260,413260 (2003 TL4),True,350.3926411083,783.5017643338,1995-02-06,792029340000,Earth,16.1419653325,58111.0751970367
225,3831614,(2018 TM3),False,3.0517923259,6.824015094,1995-02-06,792114780000,Earth,6.5666597054,23639.9749394382
226,3438964,(2008 VA15),False,48.3676488219,108.1533506775,1995-02-07,792185820000,Earth,2.6374923873,9494.9725943107
227,3838082,(2019 BF5),True,139.4938229344,311.9176705226,1995-02-07,792134160000,Earth,32.12017274,115632.6218639942
228,3422140,(2008 OS7),True,221.0828103591,494.3561926196,1995-02-07,792155580000,Earth,16.1459712276,58125.4964194507
229,3507181,(2010 CT),False,253.8370293645,567.5968528656,1995-02-07,792151800000,Earth,30.1020291698,108367.305011348
230,3724111,(2015 NA14),False,105.8168859331,236.6137501138,1995-02-07,792138120000,Earth,5.2364151536,18851.0945531114
231,3398650,(2007 YO56),False,253.8370293645,567.5968528656,1995-02-11,792508500000,Earth,10.4274035158,37538.6526569696
232,3401386,(2008 CP),False,40.2304579834,89.9580388169,1995-02-11,792536220000,Earth,11.0154021745,39655.4478281384
233,3734189,(2015 VO66),True,201.6299194428,450.8582061718,1995-02-11,792489600000,Earth,29.681640603,106853.9061708626
234,2512234,512234 (2015 VO66),True,211.1324447897,472.1064988055,1995-02-11,792531240000,Earth,29.6821345454,106855.6843635937
235,3829436,(2018 RB6),False,18.388867207,41.1187571041,1995-02-11,792496560000,Earth,23.8783896507,85962.20274257
236,3838779,(2019 CQ5),False,8.4053340207,18.7948982439,1995-02-11,792480960000,Earth,10.5302108604,37908.7590974166
237,3781463,(2017 RV15),False,101.054341542,225.9643771094,1995-02-12,792565380000,Earth,13.9092558468,50073.321048304
238,3182823,(2004 KG1),False,40.2304579834,89.9580388169,1995-02-12,792627120000,Earth,15.4199862136,55511.9503688952
239,3798998,(2018 CH),False,13.9493822934,31.1917670523,1995-02-10,792402240000,Earth,23.1366523178,83291.9483439346
240,2154275,154275 (2002 SR41),True,253.8370293645,567.5968528656,1995-02-10,792439920000,Earth,18.8377199661,67815.791878
241,3289746,(2005 RK3),False,48.3676488219,108.1533506775,1995-02-10,792445080000,Earth,7.2711243501,26176.0476603888
242,54016642,(2020 HX2),False,113.3848360975,253.5362011316,1995-02-10,792433380000,Earth,18.0937327979,65137.4380724616
243,3770329,(2017 EM),False,18.388867207,41.1187571041,1995-02-19,793226040000,Earth,16.549422586,59577.921309591
244,3799712,(2018 DT),False,10.1054341542,22.5964377109,1995-02-19,793216020000,Earth,2.8293700894,10185.7323219304
245,3557485,(2011 CX46),False,101.054341542,225.9643771094,1995-02-19,793204860000,Earth,28.5520254067,102787.2914641726
246,2275792,275792 (2001 QH142),False,555.334911581,1241.766612574,1995-02-17,792990540000,Earth,15.6006738164,56162.425739076
247,3422250,(2008 OP8),True,305.1792325939,682.4015094011,1995-02-17,793054980000,Earth,19.7511350029,71104.0860104116
248,3648878,(2013 TG6),False,12.7219878539,28.4472296503,1995-02-17,793011240000,Earth,2.3445187289,8440.2674240647
249,3773659,(2017 FQ128),False,127.2198785394,284.4722965033,1995-02-17,793028460000,Earth,9.9943074343,35979.5067635619
250,2085953,85953 (1999 FK21),False,637.6097898754,1425.7388332807,1995-02-17,793051020000,Earth,17.4552791428,62839.0049140109
251,3403074,(2008 CC175),False,146.0679642714,326.6178974458,1995-02-17,793054860000,Earth,31.0132588114,111647.7317211876
252,3451019,(2009 EF3),False,133.2155666981,297.8790627982,1995-02-17,793018380000,Earth,10.6494801248,38338.1284491947
253,3766092,(2016 YE3),False,175.6123184804,392.6810818086,1995-02-18,793138380000,Earth,6.1085229744,21990.6827079513
254,3177202,(2004 FH),False,19.2555078188,43.0566244241,1995-02-18,793068240000,Earth,6.0289665944,21704.2797397814
255,3371135,(2007 EF88),False,55.5334911581,124.1766612574,1995-02-18,793106100000,Earth,8.4036934568,30253.2964445782
256,3703545,(2015 AJ44),False,92.1626548503,206.0819612321,1995-02-18,793119660000,Earth,11.2173481564,40382.4533630756
257,3776085,(2017 MA5),False,19.2555078188,43.0566244241,1995-02-18,793094340000,Earth,9.0552146724,32598.7728207093
258,3843636,(2019 QZ3),False,29.1443904535,65.1688382168,1995-02-18,793123500000,Earth,7.5756500407,27272.340146549
259,3647013,(2013 QP48),False,7.3207398935,16.3696720474,1995-02-15,792841200000,Earth,23.4100298231,84276.1073632331
260,3314405,(2006 BX139),False,242.4124811008,542.0507863358,1995-02-15,792814380000,Earth,3.089003928,11120.4141406276
261,3702321,(2014 YF),False,76.6575573531,171.4115092306,1995-02-15,792812760000,Earth,7.919524047,28510.2865690244
262,3447920,(2009 DF1),False,201.6299194428,450.8582061718,1995-02-15,792887760000,Earth,2.1643758564,7791.7530829515
263,3426410,(2008 QV11),False,167.7084621628,375.0075217981,1995-02-15,792814500000,Earth,20.0192419611,72069.2710600874
264,3666785,(2014 FP47),False,92.1626548503,206.0819612321,1995-02-15,792873180000,Earth,8.5268559444,30696.681399696
265,3719196,(2015 JR1),False,16.0160337979,35.8129403019,1995-02-15,792828780000,Earth,4.6554785934,16759.7229360863
266,3610026,(2012 TB53),False,63.7609789875,142.5738833281,1995-02-15,792871620000,Earth,7.9199338078,28511.7617082204
267,3989296,(2020 BK13),False,5.4119649666,12.1015215572,1995-02-15,792817800000,Earth,19.4732712844,70103.7766238148
268,2306462,306462 (1999 RC32),False,530.3407233187,1185.8779085771,1995-02-16,792959700000,Earth,16.7314553517,60233.2392661186
269,3371672,(2007 FJ1),False,46.1907460282,103.2856480504,1995-02-16,792940320000,Earth,14.5882415865,52517.6697114198
270,3448109,(2009 DB12),False,139.4938229344,311.9176705226,1995-02-16,792896700000,Earth,28.2415483514,101669.5740652034
271,3423827,(2008 PR9),False,92.1626548503,206.0819612321,1995-02-16,792951060000,Earth,16.2996226511,58678.6415438135
272,3740929,(2016 BW14),False,18.388867207,41.1187571041,1995-02-16,792971220000,Earth,10.4619265877,37662.9357158986
273,3752430,(2016 HD3),False,6.676594135,14.9293183439,1995-02-16,792910740000,Earth,5.4687564032,19687.5230515691
274,2192642,192642 (1999 RD32),True,1460.6796427136,3266.1789744576,1995-02-13,792662280000,Earth,33.9317110082,122154.1596293958
275,3836139,(2018 VA6),False,9.0814454086,20.3067292676,1995-02-13,792662400000,Earth,13.3856782032,48188.4415313854
276,3656792,(2014 BA3),False,6.0891262211,13.6157001539,1995-02-13,792677520000,Earth,6.0259259652,21693.3334748472
277,3799861,(2018 EZ2),False,12.7219878539,28.4472296503,1995-02-13,792719220000,Earth,17.8763553959,64354.8794253732
278,3836049,(2018 VX1),False,8.4053340207,18.7948982439,1995-02-13,792706800000,Earth,13.4666716675,48480.018002933
279,3798979,(2018 BR6),False,14.6067964271,32.6617897446,1995-02-13,792638040000,Earth,17.715238164,63774.8573904191
280,3776011,(2017 MZ2),False,20.1629919443,45.0858206172,1995-02-13,792693360000,Earth,13.4239826447,48326.3375207753
281,3402249,(2008 CK70),False,27.8326768072,62.2357573367,1995-02-14,792726780000,Earth,8.4443752677,30399.7509636371
282,2162015,162015 (1994 TF2),False,384.1978910643,859.0926012318,1995-02-14,792721380000,Earth,16.820418964,60553.5082703158
283,3843369,(2019 OS1),False,96.5061469579,215.7943048444,1995-02-14,792792060000,Earth,11.2628643232,40546.3115634109
284,3892166,(2019 UP13),False,53.0340723319,118.5877908577,1995-02-14,792751200000,Earth,20.4659421992,73677.3919169638
285,3757202,(2016 PP27),False,50.6471458835,113.2504610618,1995-02-26,793794720000,Earth,14.1517345446,50946.244360511
286,3799683,(2018 DC),False,30.5179232594,68.2401509401,1995-02-26,793842540000,Earth,11.5355023458,41527.8084448228
287,2334412,334412 (2002 EZ2),False,242.4124811008,542.0507863358,1995-02-26,793779600000,Earth,7.3360990579,26409.9566083647
288,2340291,340291 (2006 CV),False,291.4439045349,651.6883821679,1995-02-26,793776780000,Earth,16.0048924285,57617.612742524
289,3989242,(2020 BN10),True,171.0625637514,382.5075209536,1995-02-26,793767960000,Earth,16.0719798098,57859.1273154496
290,3766034,(2016 XQ23),False,581.5070396458,1300.2892700427,1995-02-24,793642200000,Earth,10.6718263642,38418.5749110826
291,3627010,(2013 CL129),False,5.5533491158,12.4176661257,1995-02-24,793638240000,Earth,12.2801695833,44208.6104999563
292,3031176,(2000 EB14),False,63.7609789875,142.5738833281,1995-02-24,793651560000,Earth,29.9575051775,107847.0186391105
293,3989653,(2020 CJ1),False,44.9940386047,100.6097289024,1995-02-24,793602540000,Earth,3.6067025449,12984.1291616758
294,3599543,(2012 DQ8),False,146.0679642714,326.6178974458,1995-02-25,793676220000,Earth,17.1644285178,61791.9426639731
295,3736504,(2015 XN261),False,15.2951935344,34.201092472,1995-02-25,793710840000,Earth,4.7740040353,17186.4145271212
296,3771019,(2017 ED3),False,38.4197891064,85.9092601232,1995-02-25,793671960000,Earth,4.3442246652,15639.2087947834
297,3843177,(2019 NW3),False,63.7609789875,142.5738833281,1995-02-25,793738200000,Earth,15.6983661426,56514.118113464
298,3986764,(2020 BM1),False,20.7469842192,46.3916670422,1995-02-25,793714080000,Earth,9.8624570411,35504.8453480715
299,3646046,(2013 QU1),True,146.0679642714,326.6178974458,1995-02-22,793436460000,Earth,19.2231654576,69203.395647432
300,3780693,(2017 PZ26),False,11.0803882126,24.7765012606,1995-02-22,793434720000,Earth,7.1641480595,25790.9330143395
301,3840126,(2018 PM28),False,19.2555078188,43.0566244241,1995-02-22,793468800000,Earth,3.559962966,12815.8666774639
302,3005973,(1995 CR),True,121.4940407996,271.6689340891,1995-02-22,793452840000,Earth,28.4189571094,102308.2455937979
303,3348144,(2006 TL),False,44.1118199997,98.6370281305,1995-02-22,793460280000,Earth,17.5649076529,63233.6675505206
304,3660308,(2014 BR57),False,44.1118199997,98.6370281305,1995-02-22,793432800000,Earth,10.5515197723,37985.4711801058
305,2200840,200840 (2001 XN254),True,802.7031672829,1794.8988477988,1995-02-23,793520520000,Earth,10.0294124178,36105.8847039331
306,3726012,(2015 PS228),False,4.6190746028,10.328564805,1995-02-23,793565520000,Earth,10.6105246542,38197.8887550016
307,3664086,(2014 EC49),False,53.0340723319,118.5877908577,1995-02-23,793526820000,Earth,20.7028686255,74530.3270516308
308,2216985,216985 (2000 QK130),True,160.1603379786,358.1294030194,1995-02-23,793563720000,Earth,17.947262088,64610.143516674
309,2455594,455594 (2004 SV55),False,699.1252322458,1563.2915440869,1995-02-23,793552260000,Earth,37.6101691531,135396.6089510848
310,3404525,(2008 EJ),False,291.4439045349,651.6883821679,1995-02-23,793498260000,Earth,28.810387646,103717.395525622
311,3799830,(2018 ES1),False,11.6025908209,25.9441817907,1995-02-23,793551900000,Earth,14.9956368105,53984.292517769
312,3627116,(2013 DM1),False,265.8,594.3468684194,1995-02-23,793574700000,Earth,27.9375247264,100575.0890150731
313,3781977,(2017 SV19),False,26.58,59.4346868419,1995-02-20,793320060000,Earth,0.681436673,2453.1720226433
314,3264547,(2004 YA5),False,80.2703167283,179.4898847799,1995-02-20,793319100000,Earth,18.0944504784,65140.0217221424
315,3368184,(2007 CA27),False,146.0679642714,326.6178974458,1995-02-20,793242480000,Earth,17.3399436264,62423.7970551548
316,3625940,(2013 CL22),False,30.5179232594,68.2401509401,1995-02-20,793304040000,Earth,13.4359250562,48369.330202288
317,3744785,(2016 CL264),True,366.9061375314,820.4270648822,1995-02-20,793285920000,Earth,21.7309566082,78231.4437895517
318,2152685,152685 (1998 MZ),True,384.1978910643,859.0926012318,1995-02-20,793273140000,Earth,18.8746964548,67948.9072373912
319,2326386,326386 (2001 OA14),False,530.3407233187,1185.8779085771,1995-02-20,793272960000,Earth,21.8388396327,78619.8226778388
320,3638380,(2013 JL22),True,146.0679642714,326.6178974458,1995-02-20,793262820000,Earth,18.2886298538,65839.0674735529
321,2526826,526826 (2007 CA27),False,146.0679642714,326.6178974458,1995-02-20,793242480000,Earth,17.3399435263,62423.7966946249
322,2303450,303450 (2005 BY2),True,211.1324447897,472.1064988055,1995-02-21,793339620000,Earth,6.5617579266,23622.3285357672
323,3596492,(2012 BV61),False,24.2412481101,54.2050786336,1995-02-21,793378980000,Earth,10.5124589424,37844.8521924812
324,3743607,(2016 CV193),False,80.2703167283,179.4898847799,1995-02-21,793402980000,Earth,5.279469911,19006.0916796957
325,3744694,(2016 DH),False,8.4053340207,18.7948982439,1995-02-21,793404960000,Earth,5.439276664,19581.3959904839
326,3770349,(2017 EU),False,231.5021222103,517.6544821978,1995-02-21,793376220000,Earth,24.5854821807,88507.7358504059
327,2311554,311554 (2006 BQ147),False,483.6764882185,1081.533506775,1995-02-21,793387740000,Earth,15.474761059,55709.1398122884
328,2267136,267136 (2000 EF104),False,441.1181999969,986.3702813054,1995-02-21,793340220000,Earth,16.1803917206,58249.4101939976
329,3360486,(2006 WE4),False,441.1181999969,986.3702813054,1995-02-21,793381440000,Earth,15.1061401776,54382.1046394622
330,3656919,(2014 BG3),False,160.1603379786,358.1294030194,1995-02-21,793368480000,Earth,20.3431731991,73235.4235168198
331,3803762,(2018 GY4),False,421.2646105562,941.9763057186,1995-02-21,793371240000,Earth,29.7324258494,107036.7330578476
332,3989652,(2020 CH1),False,21.5255856699,48.1326728134,1995-02-21,793404900000,Earth,6.9980827579,25193.0979282891
